name,state,latitude,longitude
McDonald's,Ohio,41.05858,-83.66331
Wendy's,Rhode Island,41.80778,-71.407649
Wendy's,Ohio,39.6768,-84.2421
Sonic Drive In,North Carolina,35.34495,-80.171389
Subway,Oklahoma,35.393606,-97.263664
McDonald's,California,37.7682,-122.1742
Burger King,Michigan,44.29843,-84.654808
Burger King,New York,41.537406,-73.900099
Burger King,Illinois,38.41316,-87.76726
Taco Bell,Kentucky,38.34039,-82.94291
KFC,California,38.7279,-120.8079
Pizza Hut,Virginia,38.14223,-79.05354
Burger King,Florida,26.19387,-80.248037
Capriotti's Sandwich Shop,Nevada,36.05746,-115.12038
Taco Bell,Indiana,38.04954,-87.28358
Taco John's,Nebraska,40.57608,-98.3921
Jimmy John's,Florida,26.12961,-80.15149
McDonald's,Iowa,41.85137,-90.18702
Whataburger,Texas,27.82716,-97.06726
Sonic Drive-In,Tennessee,35.73989,-87.47314
SONIC Drive In,Mississippi,33.38493,-91.04045
Wendy's,Ohio,39.19643,-84.380844
KFC,New York,43.330376642,-73.674950338
SONIC Drive In,Kentucky,37.74984,-84.84434
Burger King,Tennessee,36.18545,-86.74823
McDonald's,Pennsylvania,40.4772,-79.7881
Subway,California,33.13689,-117.17971
McDonald's,Wisconsin,43.27162,-89.73093
Taco Bell,Florida,28.05464,-81.94988
Jimmy John's,Wyoming,44.77405,-106.94419
Wendy's,Florida,27.192845,-80.256347
Taco Bell,North Carolina,36.488783,-79.739254
Arby's,Wisconsin,45.14129,-90.33466
McDonald's,Iowa,41.6994,-93.04462
Burger King,Colorado,39.828493,-105.006625
Five Guys,South Carolina,32.9333,-80.0372
Domino's Pizza,Utah,41.48406,-112.02783
Taco Bell,Louisiana,32.7715,-92.39699
Taco Bell,Texas,30.053208,-99.133992
Sonic Drive-In,Louisiana,31.2946,-92.47741
Cookout,South Carolina,33.48226,-80.86612
Pollo Campero,California,34.202919,-118.448925
Arby's,California,35.269247,-116.067831
Boston Market 381,Pennsylvania,40.029824,-75.036074
SONIC Drive In,Maryland,39.394663828,-77.409969319
Jack in the Box,California,35.269529,-116.069525
McDonald's,Texas,32.81679,-96.870528
Burger King,California,39.1433,-121.5907
KFC,Oklahoma,35.9848,-96.7641
KFC,Rhode Island,41.8897,-71.387
McDonald's,Florida,28.2166,-82.6945
SONIC Drive In,Texas,33.132670198,-96.73237881
Wendy's,Illinois,41.74813,-87.801051
Wendy's,New Hampshire,42.97079,-71.47721
Church's Chicken,Missouri,38.70235,-90.29316
Taco Bell,Illinois,40.774645,-89.603217
Del Taco,California,33.827436,-118.089531
McDonald's,Rhode Island,41.821710165,-71.352761842
Taco Bell,Colorado,39.52207,-107.77538
Jack in the Box,California,32.5453,-117.02991
Quiznos Sub,California,34.098814,-118.119208
Quiznos,North Dakota,46.90149,-98.70773
Burger King,Texas,26.26989,-98.23499
McDonald’s,Georgia,30.67981,-83.22533
Domino's Pizza,Colorado,39.74073,-105.07731
Domino's Pizza,Arizona,33.28516,-111.68553
Sarku Japan,South Carolina,34.064617,-80.95748
Grandy's,Texas,32.721596,-97.44188
Wendy's,Kentucky,38.9833,-84.3984
Steak 'n Shake,Michigan,42.413321111,-83.335203888
Subway,Illinois,42.24118,-88.974883
Steak N Shake,Indiana,41.47305,-87.34573
Pizza Hut,New York,40.85028,-73.93708
KFC,Texas,30.08757,-97.82224
Jimmy John's,Indiana,40.432416,-86.915087
McDonald's,New Mexico,33.40064,-104.52325
SONIC Drive In,Missouri,37.0835,-94.5318
McDonald's,Wisconsin,46.5885,-90.8918
Arby's,Alabama,30.847407675,-89.498377293
Burger King,Ohio,39.04259,-82.62883
KFC,Michigan,44.7638,-85.6061
McDonald's,South Dakota,44.0617,-103.23109
McDonald's,Illinois,41.9511,-88.1199
McDonald's,New Jersey,40.49981,-74.85422
Arby's,Minnesota,44.83113,-92.96049
Subway,Kansas,39.115555,-94.627596
McDonald's,Ohio,40.58242,-81.09161
Taco Bell,Ohio,40.512781,-81.455095
McDonald's,Massachusetts,42.28321,-71.11364
Taco John's,North Dakota,46.89896,-98.6984
Arby's,Utah,37.09608,-113.58649
Wendy's,Indiana,39.525035,-87.119291
Five Guys,Utah,40.620945,-111.979515
Whataburger,Florida,30.24262,-81.59801
Hardee's,Tennessee,35.238253,-85.849644
Taco Bell,Washington,46.60425,-120.49577
KFC,Pennsylvania,40.031547602,-75.104888077
McDonald's,Ohio,41.67328,-83.71479
Subway,Utah,40.62133,-111.91241
Taco Bell,Arizona,33.479917,-111.927237
Wendy's,Nevada,36.1964,-115.24796
Subway,Florida,25.886873,-80.32536
Burger King,Colorado,39.69838,-104.90427
KFC,Pennsylvania,40.5487,-75.596
Arby's,Kentucky,38.983227,-84.401234
McDonald's,California,37.2752,-121.8653
Burger King,Illinois,41.30441,-88.1601
McDonald's,Virginia,38.08115,-78.99128
Wendy's,Utah,41.49557,-112.01561
Carl's Jr.,Nevada,36.001984,-115.08361
McDonald's,Texas,35.1963,-101.741
Wendy's,Virginia,37.39469,-76.52613
Taco Bell,Oregon,45.562675,-122.58912
McDonald's,Ohio,39.18998,-84.46228
Arby's,Wisconsin,42.6969,-87.8692
McDonald's,Texas,30.02242,-95.522353
McDonald's,Oklahoma,35.0573,-98.2551
McDonald's,Oklahoma,35.05772,-98.25356
Popeye's Chicken & Biscuits,Tennessee,35.666857,-88.849062
Wendy's,Maryland,39.224387,-76.658628
SONIC Drive In,Arkansas,33.87634,-91.48227
Raising Cane's,Nevada,36.058716,-115.243355
Taco Bell,Nebraska,40.769679,-96.623337
Taco Bell,North Carolina,36.123313,-80.660009
Sonic Drive-In,New Mexico,34.66849,-106.77512
Arby's,Missouri,37.053586,-93.302767
A&W,Kentucky,37.00903,-85.92107
Burger King,Ohio,41.565984,-83.655606
Port Of Subs,Nevada,36.289861,-115.285664
El Pollo Loco,California,33.100721,-117.311954
Wendy's,New Jersey,40.509942111,-74.386417808
Wendy's,Pennsylvania,40.335627,-75.952384
Rally's,Arkansas,34.74202,-92.2768
Waffle House,Virginia,37.47172,-77.52647
Burger King,Tennessee,36.07458,-86.92275
SUBWAY,California,33.9707341,-118.1881565
KFC,Maryland,39.345942,-76.736018
Pizza Hut,New York,40.729386,-73.81518
Arby's,California,32.833,-117.1635
McDonald's,North Dakota,48.229851,-101.295835
Burger King,South Dakota,44.07999,-103.24956
Carl's Jr,Texas,30.11186,-97.35133
Rally's,Ohio,41.37719,-82.07708
McDonald's,Oklahoma,36.06044,-96.00355
Waffle House,Oklahoma,35.39508,-97.56609
McDonald's,Texas,29.71927,-95.78177
Burger King,Florida,26.837344,-80.131882
Baja Fresh,California,33.680608,-118.003696
Taco Bell,Oklahoma,35.39472,-97.566
McDonald's,Maryland,39.022386,-77.148461
KFC,Kansas,38.913,-94.6677
Jack in the Box,Oklahoma,35.39463,-97.56557
Burger King,Florida,30.1751,-85.7606
Taco Bell,Minnesota,45.055119,-93.370138
SONIC Drive In,Idaho,42.88804,-112.45085
Arby's,Indiana,41.680653,-86.192146
McDonald's,Nevada,36.20925,-115.98532
Rally's Springfield,Illinois,39.786911748,-89.646232609
McDonald's,New York,43.1231,-75.2256
Domino's Pizza,New Mexico,36.3931,-105.58247
Arby's,North Carolina,35.34399,-80.17131
Taco Bell,Florida,25.779633,-80.25604
McDonald's,New Hampshire,42.89592,-70.87058
McDonald's,Minnesota,47.482197,-92.891463
Sonic Drive-In,Tennessee,35.57105,-89.64554
Burger King,Pennsylvania,40.3423,-76.3985
SONIC Drive-In,Mississippi,34.72488,-88.94752
Burger King,Texas,31.998518,-102.107598
Taco John's,Wisconsin,44.962995,-92.743621
McDonald's,Vermont,44.50736,-73.0865
SUBWAY,New Jersey,40.212543,-74.014548
Wendy's,Pennsylvania,40.06049,-77.49657
Wendy's,Louisiana,30.440295,-90.081234
Taco Bell,Alabama,34.494803,-85.846791
Chick-fil-A,South Carolina,32.7832,-79.9373
McDonald's,Georgia,33.61899,-84.23474
McDonald's,Virginia,37.39375,-76.52721
Hardee's,Minnesota,44.98465,-92.968124
El Pollo Loco,Nevada,36.289642,-115.287415
Arby's,Ohio,41.373432,-81.8241
KFC,Virginia,37.611,-77.3422
SONIC Drive In,Arkansas,35.48732,-93.83212
McDonald's,Oregon,45.25874,-122.69935
Arby's,Oklahoma,34.019279,-94.73905
Quiznos,Illinois,40.504331,-88.994665
Burger King,Missouri,38.003166,-91.61875
Arby's,Virginia,38.481608,-77.978551
McDonald's,Minnesota,46.71265,-92.46314
SONIC Drive In,North Carolina,36.2952,-76.231
Hardee's,Ohio,40.733769,-81.094895
McDonald's,Ohio,39.3722,-84.38413
McDonald's,Missouri,36.861387,-94.38244
Taco Bell,Ohio,41.64939,-83.52179
Taco Bell,South Carolina,32.859814223,-81.099406777
McDonald's,South Carolina,34.986626,-81.224088
Taco Bell,Idaho,43.59047,-116.26956
Taco Bell,Colorado,40.51437,-107.55615
Hardee's,Missouri,39.1724,-91.8902
Wendy's,Massachusetts,42.01248,-71.05128
Kentucky Fried Chicken,Oregon,45.536697279,-122.618580658
Long John Silver's,Missouri,38.9248,-94.3596
Burger King,South Dakota,42.78637,-96.92102
Carl's Jr.,California,34.0033,-117.6514
Church's Chicken,Michigan,42.3314,-83.1316
Sonic Drive-In,Virginia,37.39351,-76.52915
McDonald's,Missouri,37.9677,-90.0494
Arby's,Indiana,41.617561,-87.044009
McDonald's,South Carolina,33.49142,-80.85577
Boston Market,California,32.80823,-116.971375
Burger King,Virginia,36.72093,-78.11898
Domino's Pizza,North Dakota,46.901512,-98.70824
McDonald's,Virginia,37.611627,-77.340067
Chick-fil-A,Louisiana,30.38539,-91.06326
Burger King,Minnesota,44.962725,-92.962547
KFC,Arizona,33.377777,-111.949936
Penguin Point,Indiana,41.366782,-85.065641
Taco Bell,Missouri,38.8192,-91.14124
Taco Bell,Texas,33.4717,-94.4091
McDonald's,California,37.32014,-120.48185
Arby's,Missouri,38.801361,-90.700736
Sensenig Poultry LLC,Pennsylvania,40.118901,-76.379256
SONIC Drive In,Kansas,38.1442,-97.4216
Burger King,Iowa,41.699413,-93.04532
Taco Bell,Florida,30.157411694,-85.730813741
Burger King,Rhode Island,41.6066,-71.4557
McDonald's,South Carolina,34.0668,-80.9575
Wendy's,Indiana,38.66986,-86.91528
KFC,Missouri,37.6381,-91.535
Taco Bell,Missouri,37.63851,-91.53536
Arby's,Minnesota,46.71273,-92.4606
Wendy's,Virginia,38.110874,-79.073168
McDonald's,Virginia,37.92497,-75.35343
Jack in the Box,Arizona,32.2513,-110.8421
Taco John's,Iowa,41.00689,-91.97236
Whataburger,Texas,30.76846,-94.41477
Jack In The Box,Idaho,43.66992,-116.67938
Hardee's,Minnesota,45.197701,-93.378438
KFC,Virginia,36.7209,-78.1183
Taco Bell,Virginia,36.72088,-78.11852
Burger King,Arizona,33.5404,-112.06476
Jack in the Box,Texas,29.880891,-95.724506
Domino's Pizza,Oklahoma,36.160725,-95.89843
Popeyes Louisiana Kitchen,Ohio,41.50128,-81.63979
Papa Johns Pizza,Arizona,33.50998,-112.08354
Wendy's,South Carolina,34.438562,-79.370947
Taco Bell,Indiana,41.617601,-87.043461
Domino's Pizza,South Dakota,42.78675,-96.92441
McDonald's,Texas,33.470649,-94.408923
McDonald's,Oklahoma,35.83941,-96.39141
Church's Chicken,New Mexico,32.7074,-103.1274
McDonald's,South Dakota,42.78734,-96.92964
Domino's Pizza,Florida,33.23755,-87.56659
SONIC Drive In,Kansas,37.679438,-96.986345
McDonald's,New York,42.67885,-74.47783
KFC,Nevada,36.06027,-115.279884
KFC,California,32.742745,-117.046733
McDonald's,Arizona,33.534878,-112.32674
Chick-Fil-A,Louisiana,32.44246,-93.71818
McDonald's,Oklahoma,36.06216,-95.92155
McDonald's,Oklahoma,35.49284,-97.63579
KFC,New Mexico,35.0756,-106.5688
Burger King,Arizona,34.15143,-114.28642
McDonald's,Indiana,38.049149,-87.281925
Bb&t,North Carolina,34.89375,-79.701977
Wendy's,Florida,26.529288,-80.077123
McDonald's,New Mexico,34.411605392,-103.207122087
Burger King,Illinois,38.97776,-89.09886
Wendy's,Indiana,40.453125,-86.917037
Taco Bell,Indiana,40.1882,-85.41965
Wendy's,Missouri,37.084,-94.5308
Carl's Jr.,California,33.924177563,-117.968274521
Arby's,Kentucky,36.726823,-84.165569
Checkers,Georgia,32.43793,-81.76179
Taco Bell,Iowa,40.97456,-91.53962
Taco John's,South Dakota,43.715443,-98.029753
Arby's,Indiana,40.43954,-84.97793
Jimmy John's,Indiana,37.98298,-87.47327
Long John Silver's,Illinois,38.98118,-89.097855
Chick-Fil-A,Alabama,33.4529,-88.8334
SONIC Drive In,Missouri,37.84401,-90.50351
Arby's,North Carolina,35.5535,-82.85098
A & W Family Restaurant,Wisconsin,46.7209,-92.0878
Domino's Pizza,Mississippi,33.99197,-88.49107
Hardee's,Virginia,37.392833,-76.528868
Wendy's,Washington,46.2263,-119.2145
McDonald's,California,33.6163,-117.9105
Culver's,Michigan,42.50455,-83.11271
McDonalds,Wisconsin,44.28799,-88.41624
KFC,Colorado,40.625549,-103.221396
McDonald's,New Mexico,35.53266,-108.75869
Bojangles,North Carolina,35.29728,-82.40994
Subway,Georgia,33.098567,-84.34291
Arby's,Michigan,41.93485,-85.65239
McDonald's,West Virginia,39.431819,-78.98669
McDonald's,Kentucky,36.72716,-84.16696
Chick-fil-A,Alabama,33.61271,-85.82722
McDonald's,Michigan,42.614357,-82.541939
Arby's,North Carolina,35.2552,-81.0263
Arby's,Ohio,40.815464,-82.975161
Wendy's,Illinois,39.55646,-89.29686
Burger King,Alabama,30.884432,-87.787837
Wendy's,West Virginia,38.255191,-82.432646
McDonald's,Louisiana,30.24443,-92.10608
Five Guys,New Jersey,39.84979,-74.97986
Taco Bell,North Carolina,35.2759,-82.7022
Taco Bell,Maryland,39.310454,-76.470807
Dairy Queen,Indiana,40.21934,-85.37916
McDonald's,Minnesota,45.31018,-93.55619
Burger King,Georgia,34.001935073,-83.911685749
Chick-fil-A,Michigan,42.86594,-85.68147
Carl's Jr.,California,32.583468,-117.106039
Taco Bell,Illinois,38.9108,-90.1557
Krystal,Mississippi,34.963048,-89.991071
Baskin Robbins,Hawaii,20.891616,-156.465949
McDonald's,Illinois,41.79476,-87.62321
Chick-fil-a,Pennsylvania,40.19825406,-75.52602369
Burger King,Connecticut,41.738144,-72.66816
Arby's,Michigan,43.0582,-85.9563
Thrasher's French Fries,Delaware,38.71694,-75.0764
KFC,Connecticut,41.33198,-73.08434
Mr Hero,Ohio,41.366417,-81.853273
Wendy's,Massachusetts,41.644307,-70.88552
Kam's Chop Suey,Illinois,41.743528184,-87.624058607
Panda Express,Connecticut,41.37847,-73.4772
McDonald's,Wisconsin,43.76346,-88.46615
McDonald's,California,32.7021,-117.1917
Burger King,Kentucky,36.695316,-85.135236
McDonald's,Connecticut,41.66616,-72.8059
SONIC Drive In,North Carolina,36.50038,-80.61899
Arby's,Missouri,39.24591,-94.66124
Taco Bell,Indiana,39.40482,-86.43647
SONIC Drive In,Ohio,40.03311,-82.44324
Taco Bell,South Carolina,33.491148,-80.854839
Sonic Drive-In,Virginia,36.95838,-82.60482
Arby's,Ohio,39.95479,-82.812311
Popeyes Louisiana Kitchen,California,33.758938,-118.00794
Carl's Jr.,California,33.802954,-118.012412
Sunrise Cafe,Hawaii,20.87315,-156.67818
McDonald's,New Jersey,39.93666,-75.07733
Wendy's,Louisiana,30.443621,-90.142917
Burger King,Pennsylvania,41.235024,-75.917405
Arby's,Delaware,39.070746,-75.554285
Chick-fil-A,Alabama,32.358912,-86.169925
Denton's,Tennessee,35.932017,-84.020932
Wendy's,Tennessee,36.469776,-86.673706
McDonalds,South Carolina,34.714012,-82.256163
Wendy's,Maryland,39.186102,-76.612795
Burger King,Georgia,33.566151483,-84.412637259
Jack in the Box,Texas,31.71637,-96.17505
McDonald's,Utah,41.12374,-112.02646
SONIC Drive In,South Carolina,32.8423,-79.8548
Burger King,Washington,47.3218,-122.5881
Wendy's,Louisiana,31.10458,-92.0623
McDonald's,Texas,29.997707,-95.173234
Burger King,Florida,26.7081,-80.1518
Five Guys,Oklahoma,35.556120937,-97.635477918
Wendy's,Indiana,41.741,-85.000446
Culver's,Minnesota,45.080679,-93.336754
Taco Bell,Colorado,38.7181,-104.6992
Arby's,Ohio,40.771546,-82.590942
Burger King,South Carolina,32.88626,-80.06793
Whataburger,Texas,29.7022,-95.2963
Burger King,North Carolina,35.73913,-79.64961
McDonald's,Missouri,38.79599,-90.23186
Burger King,Kansas,39.0226,-94.6654
Bojangles,North Carolina,36.48605,-80.61622
Pizza Hut,Idaho,43.589741,-116.26692
Wendy's,Utah,39.599878,-110.82264
Taco Bell,Maryland,39.384629,-76.576761
Captain D's,Missouri,39.21927,-94.57663
Chick-fil-A,Utah,40.2567,-111.6468
Arby's,Virginia,37.2569,-79.9578
McDonald's,Maryland,39.38321,-76.57834
McDonald's,Virginia,36.57205,-79.42
Burger King,Tennessee,36.0711,-83.928
Mr Hero,Ohio,41.313693,-81.735507
Luna Corner Pizza,Florida,25.83857,-80.18425
Dairy Queen,Texas,30.02514,95.51675
Taco Bell,Minnesota,44.084414,-93.241752
Hardee's,Kentucky,38.38122,-84.30691
Steak 'n Shake,Missouri,38.222977,-91.156395
Checkers,Mississippi,34.819435,-90.315636
Burger King,Florida,25.762743,-80.306344
McDonald's,Michigan,43.6592,-84.24676
Burger King,Washington,48.08005,-123.11811
KFC,Ohio,39.6755,-84.2438
KFC / A&W,Utah,40.526694,-111.87221
McDonald's,Massachusetts,42.152549521,-71.405338205
Pizza Primetime,Maryland,39.18308,-76.76722
Chick-fil-A,Virginia,37.39888,-76.5259
Lee's Oriental Martial Arts,Illinois,42.2173,-88.2558
Culver's,Georgia,34.17011,-84.4142
McDonald's,Ohio,39.230265,-84.157713
Fatburger,Nevada,36.114117,-115.2405
El Pollo Loco,California,33.78864,-116.48215
Burger King,Idaho,43.66568,-116.27895
Wendy's,Virginia,37.40467,-77.67091
McDonald's,Michigan,42.799247,-82.741624
Burger King,Tennessee,35.09854,-85.32828
Wendy's,Georgia,33.9661,-84.010765
SONIC Drive In,Colorado,39.52292,-107.77453
SONIC Drive In,Louisiana,30.30042,-93.2073
Burger King,Illinois,42.108349,-87.974229
Burger King,Wisconsin,43.01699,-87.99699
McDonald's,Virginia,38.81435,-77.641457
McDonald's,Pennsylvania,41.26011,-75.867521
Arby's,Ohio,39.318341,-84.496057
Burger King,Texas,29.73743,-95.3082
Taco Bell,Washington,47.243134,-122.528511
McDonald's,Virginia,38.869006,-77.177288
KFC,Florida,25.8835,-80.3392
Taco Bell,Kentucky,39.00464,-84.62074
Dan's Seafood & Chicken,Texas,32.7661,-97.21613
Burger King,Colorado,39.59443,-104.829843
KFC,Florida,26.6507,-80.1492
McDonald's,Alabama,34.65821,-86.48196
Rally's,Missouri,38.71576,-90.25949
Dairy Queen,Texas,29.79451,-95.46942
McDonald's,Kentucky,38.985426,-84.402603
McDonald's,California,33.9783542,-118.2251523
Carl's Jr.,Arizona,33.532797,-112.265281
McDonald's,Louisiana,32.44761,-93.86369
Pollo Tropical,Florida,26.6506,-80.1459
McDonald's,Missouri,39.129786,-94.503622866
Sonic Drive-In,Georgia,32.87804,-83.76437
Whataburger,Texas,30.08688,-97.82251
Subway,North Carolina,35.175404,-78.96876
Burger King,Texas,32.89877417,-96.467084884
Burger King,Massachusetts,42.255975,-71.033275
Capriotti's Sandwich Shop,Delaware,38.71672,-75.07846
McDonald's,Massachusetts,42.15205,-71.40621
Taco Bell,Alabama,34.657839,-86.483357
McDonald's,Hawaii,21.406261,-157.74478
Quiznos,New York,30.400037,-87.683382
Sonic Drive-In,Maryland,38.52855,-76.98325
Chick-fil-A,Virginia,38.77321,-77.18377
Chick-fil-A,Arizona,32.24878,-110.84971
Subway,Utah,37.66546,-113.06437
KFC,Florida,26.6824,-80.2306
McDonalds,Wisconsin,44.94063,-89.84137
Wendy's,Michigan,42.78473,-83.01217
Burger King,Idaho,43.43777,-112.11566
Subway,California,34.09799,-118.33572
Burger King,Florida,26.1218,-80.1501
McDonald's,Ohio,40.76998,-82.58999
McDonald's,California,33.7385,-117.9205
Five Guys,Ohio,40.8776,-81.4327
Domino's Pizza,Arizona,33.480785,-112.20288
McDonald's,Colorado,39.59478,-105.06979
Pizza Hut,Arizona,33.523843,-112.202157
Arby's,Georgia,34.0588,-84.3809
McDonald's,North Carolina,36.35296,-79.66401
Burger King,Arizona,33.377685,-112.065686
El Pollo Loco,California,37.341271,-121.910423
Arby's,West Virginia,37.750208,-81.141998
McDonald's,North Carolina,35.18693,-83.37137
McDonald's,Massachusetts,42.0813,-70.9919
McDonald's,Massachusetts,42.081025,-70.992588
Chick-fil-A,Kentucky,38.1544,-85.8355
McDonald's,Maine,44.832978,-68.751237
Cook Out,North Carolina,36.490194,-79.74011
Burger King,New York,40.712256,-73.889314
Taco Bell,Illinois,41.924213,-87.791554
Jimmy John's,Ohio,40.10272,-83.09053
Taco Time,Washington,47.242757,-122.525309
Whataburger,Texas,30.22023,-97.83528
KFC,Michigan,42.66153,-84.53891
KFC,Arkansas,34.71828,-92.34908
Quiznos,North Carolina,35.87299,-78.62241
DQ Grill & Chill,Kentucky,38.3241,-85.4727
Arby's,Michigan,42.78,-83.0147
Burger King,Nebraska,41.318894,-96.065969
Bojangles,Alabama,33.1479,-87.543967
Fazoli's,Illinois,38.788975249,-89.953834217
Jack In The Box,South Carolina,34.82112,-82.58727
Taco Bell,Maryland,39.35722,-76.70409
Arby's,Kentucky,37.73716,-83.560697
Domino's Pizza,West Virginia,39.28357,-80.5602
Cusinera,New Jersey,40.9256,-73.9967
Burger King,Connecticut,41.4058,-73.41932
Long John Silver's,Indiana,37.941032,-86.762115
Chick-fil-A,Alabama,34.66075,-86.48332
McDonald's,California,33.87407115,-118.186457
Dairy Queen,Texas,29.608522906,-95.657957894
McDonald's,Ohio,39.159058,-84.651535
Jimmy John's,Florida,27.937164458,-82.293600126
Hardee's,New Jersey,40.4858,-74.4727
Quiznos,Maine,44.83871,-68.743
Wendy's,Illinois,42.385357,-87.965696
Subway,California,39.7516,-121.6087
Taco Bell,Ohio,39.15575,-84.62973
Five Guys,Illinois,38.594883,-89.98485
Taco Bell,Texas,32.309199,-95.47221277
Domino's Pizza,Texas,29.7089,-95.5211
Subway,Illinois,42.00066,-87.67139
Chick-fil-a Superstition Springs Center,Arizona,33.393735,-111.689604
McDonald's,Ohio,41.61157,-83.69835
Chick-fil-A,Illinois,42.3856,-87.96526
McDonald's,Michigan,42.8373,-83.2735
Kfc,Arizona,33.31392,-111.84106
Taco Bell,Pennsylvania,40.2507,-76.913
Bojangles,Tennessee,36.42376,-82.31943
Arby's,Alabama,34.662596,-86.484261
Taco Bell,New Mexico,33.3243,-105.65231
Gold Star Chili,Ohio,39.202453,-84.521707
Wendy's,Ohio,41.38531,-81.770546
McDonald's,North Carolina,36.00568,-80.03833
KFC,Utah,40.5809,-111.8738
Taco Bell,Indiana,41.594816,-87.480336
SONIC Drive In,Texas,29.498223,-98.4996715
Pollo Tropical,Texas,29.738708,-95.5004
Taco Bell,Idaho,43.618918,-116.262646
KFC / Taco Bell,Texas,32.856046895,-96.748309382
McDonald's,Michigan,41.984592,-86.12269
McDonald's,New Mexico,34.8058,-106.72852
White Castle,Ohio,39.1928,-84.65971
Burger King,South Carolina,34.8666,-82.46541
Domino's Pizza,New Mexico,35.19169,-106.72515
McDonald's,Wisconsin,43.19236,-89.46623
Domino's Pizza,Louisiana,29.90228,-90.03
Bojangles,North Carolina,36.10237896,-79.962239286
Burger King,South Carolina,34.8496,-82.3382
Popeye's Chicken & Biscuits,Louisiana,29.606,-90.7425
Wendy's,Ohio,39.19218,-84.659
Burger King,Florida,27.491596,-82.480011
Taco Bell,Kentucky,38.156731,-85.712124
Taco Bell,Florida,24.71818,-81.06719
KFC,Florida,24.718164,-81.067184
McDonald's,North Carolina,35.04917,-80.64826
Wendy's,Ohio,40.876248,-81.364541
Ny Chicken Fish,Maryland,38.93153,-76.90149
Five Guys,Indiana,41.7187,-86.1903
Pizza Hut,Washington,47.544658,-122.376407
KFC,South Carolina,34.9652,-82.4314
Arby's,Utah,40.72553,-111.54582
Burger King,North Carolina,35.8626,-78.7121
McDonald's,New York,43.198784,-77.94189
SONIC Drive In,Missouri,36.86242,-94.38213
Taco Bell,Arizona,31.98826,-110.29411
Burger King,Colorado,39.91363,-104.97872
Bojangles,North Carolina,35.425296,-83.446639
Hardee's,Ohio,41.737044,-80.769627
Dunkin',Massachusetts,42.27145,-71.02717
Subway,Nevada,36.072008,-115.10136
KFC,Ohio,39.8467,-84.1141
Wendy's,Georgia,32.53662,-84.86997
Domino's Pizza,Tennessee,35.22655,-89.84786
KFC,Delaware,38.91261,-75.42797
Burger King,Ohio,38.863138,-83.8941
Captain D's,Illinois,38.51665,-89.95607
Taco Bell,Louisiana,29.62149,-90.748436
Wendy's,Florida,28.295304,-80.726865
McDonald's,Georgia,32.5385,-84.8769
Taco Bell,Minnesota,45.206881,-93.403203
Back Yard Burgers,Tennessee,35.099798,-89.848067
McDonald's,Colorado,39.60038,-104.80523
Domino's Pizza,Illinois,42.47622,-88.10578
Subway,Florida,28.592294,-81.365055
SONIC Drive In,Nevada,36.14355,-115.23302
Burger King,Ohio,39.151239,-84.627309
Hardee's,Virginia,37.341426,-76.75468
QDOBA Mexican Eats,Maryland,38.96782,-76.95236
Culver's,Illinois,42.20734,-88.11221
Taco Bell,Louisiana,32.47939,-93.71921
Five Guys,Virginia,38.73347,-77.7714
McDonald's,California,38.1145,-121.39422
Domino's Pizza,Indiana,39.87401,-86.07384
Burger King,Connecticut,41.2754,-72.9526
Burger King,Colorado,39.74075,-105.067704
Subway,Kansas,37.6946,-97.2607
Taco Bell,Ohio,39.149921,-84.627597
Burger King,Tennessee,35.02096875,-89.849447466
Burger King,Tennessee,35.020951,-89.849198
Domino's Pizza,Kentucky,38.94402,-84.50807
McDonald's,Ohio,41.38607,-81.7682
Burger King,Illinois,42.1885,-88.103
Pizza Hut,Nevada,36.0126,-114.96449
Spangle's,Kansas,37.693821,-97.262016
McDonald's,Kentucky,38.32967,-85.4654
Raising Cane's,Ohio,40.0981,-83.0903
KFC,Texas,30.48261,-97.65729
Taco Time,Utah,40.1253,-111.6441
Taco Time,Utah,40.125298,-111.643483
Jim Bob's Chicken Fingers,Georgia,32.54841,-84.93883
Taco Bell,Kentucky,38.329822,-85.464239
Burger King,Virginia,38.134117752,-77.51330316
Subway,Nevada,39.466673,-119.786199
Burger King,Tennessee,34.98921,-85.21044
Custard Hut & Pizza,New Jersey,39.61876,-74.19828
Bojangles,North Carolina,36.0634,-79.6076
Taco John's,Minnesota,45.22111,-93.42991
Five Guys,Maryland,38.3867,-75.066
Burger King,Illinois,41.953205,-87.78684
Jimmy John's,Oklahoma,35.461707699,-97.626431705
Wendy's,Maryland,39.397767,-76.932307
Rally's,Kentucky,37.007874,-86.455894
McDonald's,Utah,38.56328,-109.54984
KFC,Indiana,40.74724,-85.17027
Rally's,Michigan,42.5726,-84.8224
Domino's Pizza,Kansas,39.0644,-96.79881
McDonald's,California,37.74627,-122.19598
Domino's Pizza,Mississippi,34.19678,-90.56477
Culver's,Wisconsin,44.93943,-92.37225
Taco Bell,Florida,27.52223,-82.55695
Bojangles,North Carolina,35.362077,-83.202253
Taco Bell,Alabama,33.77849,-86.43073
Jimmy John's,Utah,40.557836076,-111.889698802
Wendy's,Kentucky,37.29618,-83.21615
McDonald's,Illinois,41.757577165,-87.975094032
Taco Bell,Indiana,40.834574,-84.937724
McDonald's,Louisiana,29.6992,-91.1971
Bojangles,North Carolina,35.9123,-80.2536
McDonald's,Maryland,38.536693,-76.984146
